"","back_hospital.yyyymmdd","back_hospital.area","back_hospital.sex","back_hospital.frequency"
"27929",20140401,"부산",1,2
"27930",20140401,"부산",2,3
"27931",20140401,"서울",1,8
"27932",20140401,"서울",2,7
"27933",20140401,"세종",1,0
"27934",20140401,"세종",2,0
"27935",20140401,"울산",1,2
"27936",20140401,"울산",2,0
"27937",20140401,"인천",1,1
"27938",20140401,"인천",2,2
"27939",20140401,"전남",1,4
"27940",20140401,"전남",2,8
"27941",20140401,"전북",1,1
"27942",20140401,"전북",2,1
"27943",20140401,"제주",1,1
"27944",20140401,"제주",2,1
"27945",20140401,"충남",1,1
"27946",20140401,"충남",2,3
"27947",20140401,"충북",1,3
"27948",20140401,"충북",2,5
"27949",20140402,"강원",1,0
"27950",20140402,"강원",2,2
"27951",20140402,"경기",1,6
"27952",20140402,"경기",2,6
"27953",20140402,"경남",1,5
"27954",20140402,"경남",2,1
"27955",20140402,"경북",1,4
"27956",20140402,"경북",2,2
"27957",20140402,"광주",1,0
"27958",20140402,"광주",2,2
"27959",20140402,"대구",1,1
"27960",20140402,"대구",2,1
"27961",20140402,"대전",1,0
"27962",20140402,"대전",2,1
"27963",20140402,"부산",1,2
"27964",20140402,"부산",2,1
"27965",20140402,"서울",1,5
"27966",20140402,"서울",2,3
"27967",20140402,"세종",1,0
"27968",20140402,"세종",2,0
"27969",20140402,"울산",1,0
"27970",20140402,"울산",2,1
"27971",20140402,"인천",1,1
"27972",20140402,"인천",2,1
"27973",20140402,"전남",1,2
"27974",20140402,"전남",2,1
"27975",20140402,"전북",1,0
"27976",20140402,"전북",2,5
"27977",20140402,"제주",1,0
"27978",20140402,"제주",2,0
"27979",20140402,"충남",1,1
"27980",20140402,"충남",2,2
"27981",20140402,"충북",1,0
"27982",20140402,"충북",2,0
"27983",20140403,"강원",1,1
"27984",20140403,"강원",2,2
"27985",20140403,"경기",1,7
"27986",20140403,"경기",2,7
"27987",20140403,"경남",1,2
"27988",20140403,"경남",2,1
"27989",20140403,"경북",1,4
"27990",20140403,"경북",2,2
"27991",20140403,"광주",1,0
"27992",20140403,"광주",2,1
"27993",20140403,"대구",1,0
"27994",20140403,"대구",2,3
"27995",20140403,"대전",1,2
"27996",20140403,"대전",2,1
"27997",20140403,"부산",1,2
"27998",20140403,"부산",2,2
"27999",20140403,"서울",1,4
"28000",20140403,"서울",2,5
"28001",20140403,"세종",1,0
"28002",20140403,"세종",2,0
"28003",20140403,"울산",1,1
"28004",20140403,"울산",2,0
"28005",20140403,"인천",1,2
"28006",20140403,"인천",2,0
"28007",20140403,"전남",1,3
"28008",20140403,"전남",2,3
"28009",20140403,"전북",1,1
"28010",20140403,"전북",2,1
"28011",20140403,"제주",1,0
"28012",20140403,"제주",2,0
"28013",20140403,"충남",1,0
"28014",20140403,"충남",2,0
"28015",20140403,"충북",1,1
"28016",20140403,"충북",2,1
"28017",20140404,"강원",1,2
"28018",20140404,"강원",2,0
"28019",20140404,"경기",1,6
"28020",20140404,"경기",2,6
"28021",20140404,"경남",1,3
"28022",20140404,"경남",2,7
"28023",20140404,"경북",1,1
"28024",20140404,"경북",2,0
"28025",20140404,"광주",1,0
"28026",20140404,"광주",2,1
"28027",20140404,"대구",1,3
"28028",20140404,"대구",2,0
"28029",20140404,"대전",1,0
"28030",20140404,"대전",2,0
"28031",20140404,"부산",1,5
"28032",20140404,"부산",2,2
"28033",20140404,"서울",1,4
"28034",20140404,"서울",2,1
"28035",20140404,"세종",1,0
"28036",20140404,"세종",2,0
"28037",20140404,"울산",1,1
"28038",20140404,"울산",2,0
"28039",20140404,"인천",1,1
"28040",20140404,"인천",2,4
"28041",20140404,"전남",1,2
"28042",20140404,"전남",2,3
"28043",20140404,"전북",1,0
"28044",20140404,"전북",2,0
"28045",20140404,"제주",1,1
"28046",20140404,"제주",2,1
"28047",20140404,"충남",1,0
"28048",20140404,"충남",2,0
"28049",20140404,"충북",1,0
"28050",20140404,"충북",2,0
"28051",20140405,"강원",1,0
"28052",20140405,"강원",2,0
"28053",20140405,"경기",1,3
"28054",20140405,"경기",2,2
"28055",20140405,"경남",1,4
"28056",20140405,"경남",2,2
"28057",20140405,"경북",1,2
"28058",20140405,"경북",2,1
"28059",20140405,"광주",1,0
"28060",20140405,"광주",2,2
"28061",20140405,"대구",1,1
"28062",20140405,"대구",2,1
"28063",20140405,"대전",1,0
"28064",20140405,"대전",2,1
"28065",20140405,"부산",1,3
"28066",20140405,"부산",2,0
"28067",20140405,"서울",1,2
"28068",20140405,"서울",2,3
"28069",20140405,"세종",1,0
"28070",20140405,"세종",2,0
"28071",20140405,"울산",1,0
"28072",20140405,"울산",2,1
"28073",20140405,"인천",1,0
"28074",20140405,"인천",2,0
"28075",20140405,"전남",1,2
"28076",20140405,"전남",2,1
"28077",20140405,"전북",1,0
"28078",20140405,"전북",2,1
"28079",20140405,"제주",1,0
"28080",20140405,"제주",2,0
"28081",20140405,"충남",1,0
"28082",20140405,"충남",2,0
"28083",20140405,"충북",1,1
"28084",20140405,"충북",2,2
"28085",20140406,"강원",1,2
"28086",20140406,"강원",2,1
"28087",20140406,"경기",1,2
"28088",20140406,"경기",2,1
"28089",20140406,"경남",1,1
"28090",20140406,"경남",2,1
"28091",20140406,"경북",1,0
"28092",20140406,"경북",2,4
"28093",20140406,"광주",1,0
"28094",20140406,"광주",2,0
"28095",20140406,"대구",1,2
"28096",20140406,"대구",2,3
"28097",20140406,"대전",1,0
"28098",20140406,"대전",2,1
"28099",20140406,"부산",1,0
"28100",20140406,"부산",2,2
"28101",20140406,"서울",1,5
"28102",20140406,"서울",2,5
"28103",20140406,"세종",1,0
"28104",20140406,"세종",2,0
"28105",20140406,"울산",1,0
"28106",20140406,"울산",2,0
"28107",20140406,"인천",1,2
"28108",20140406,"인천",2,1
"28109",20140406,"전남",1,0
"28110",20140406,"전남",2,0
"28111",20140406,"전북",1,3
"28112",20140406,"전북",2,3
"28113",20140406,"제주",1,0
"28114",20140406,"제주",2,0
"28115",20140406,"충남",1,1
"28116",20140406,"충남",2,0
"28117",20140406,"충북",1,0
"28118",20140406,"충북",2,2
"28119",20140407,"강원",1,0
"28120",20140407,"강원",2,0
"28121",20140407,"경기",1,4
"28122",20140407,"경기",2,6
"28123",20140407,"경남",1,2
"28124",20140407,"경남",2,2
"28125",20140407,"경북",1,1
"28126",20140407,"경북",2,4
"28127",20140407,"광주",1,0
"28128",20140407,"광주",2,0
"28129",20140407,"대구",1,3
"28130",20140407,"대구",2,2
"28131",20140407,"대전",1,0
"28132",20140407,"대전",2,1
"28133",20140407,"부산",1,4
"28134",20140407,"부산",2,2
"28135",20140407,"서울",1,5
"28136",20140407,"서울",2,3
"28137",20140407,"세종",1,0
"28138",20140407,"세종",2,0
"28139",20140407,"울산",1,1
"28140",20140407,"울산",2,1
"28141",20140407,"인천",1,1
"28142",20140407,"인천",2,1
"28143",20140407,"전남",1,0
"28144",20140407,"전남",2,2
"28145",20140407,"전북",1,4
"28146",20140407,"전북",2,1
"28147",20140407,"제주",1,0
"28148",20140407,"제주",2,1
"28149",20140407,"충남",1,2
"28150",20140407,"충남",2,2
"28151",20140407,"충북",1,0
"28152",20140407,"충북",2,3
"28153",20140408,"강원",1,1
"28154",20140408,"강원",2,0
"28155",20140408,"경기",1,3
"28156",20140408,"경기",2,6
"28157",20140408,"경남",1,0
"28158",20140408,"경남",2,2
"28159",20140408,"경북",1,0
"28160",20140408,"경북",2,4
"28161",20140408,"광주",1,0
"28162",20140408,"광주",2,1
"28163",20140408,"대구",1,2
"28164",20140408,"대구",2,1
"28165",20140408,"대전",1,1
"28166",20140408,"대전",2,0
"28167",20140408,"부산",1,2
"28168",20140408,"부산",2,2
"28169",20140408,"서울",1,3
"28170",20140408,"서울",2,1
"28171",20140408,"세종",1,0
"28172",20140408,"세종",2,0
"28173",20140408,"울산",1,0
"28174",20140408,"울산",2,2
"28175",20140408,"인천",1,2
"28176",20140408,"인천",2,2
"28177",20140408,"전남",1,1
"28178",20140408,"전남",2,4
"28179",20140408,"전북",1,0
"28180",20140408,"전북",2,2
"28181",20140408,"제주",1,0
"28182",20140408,"제주",2,0
"28183",20140408,"충남",1,2
"28184",20140408,"충남",2,1
"28185",20140408,"충북",1,3
"28186",20140408,"충북",2,1
"28187",20140409,"강원",1,3
"28188",20140409,"강원",2,0
"28189",20140409,"경기",1,4
"28190",20140409,"경기",2,3
"28191",20140409,"경남",1,3
"28192",20140409,"경남",2,0
"28193",20140409,"경북",1,2
"28194",20140409,"경북",2,4
"28195",20140409,"광주",1,1
"28196",20140409,"광주",2,1
"28197",20140409,"대구",1,1
"28198",20140409,"대구",2,0
"28199",20140409,"대전",1,0
"28200",20140409,"대전",2,0
"28201",20140409,"부산",1,2
"28202",20140409,"부산",2,2
"28203",20140409,"서울",1,4
"28204",20140409,"서울",2,6
"28205",20140409,"세종",1,0
"28206",20140409,"세종",2,0
"28207",20140409,"울산",1,0
"28208",20140409,"울산",2,0
"28209",20140409,"인천",1,0
"28210",20140409,"인천",2,1
"28211",20140409,"전남",1,0
"28212",20140409,"전남",2,3
"28213",20140409,"전북",1,1
"28214",20140409,"전북",2,1
"28215",20140409,"제주",1,0
"28216",20140409,"제주",2,1
"28217",20140409,"충남",1,1
"28218",20140409,"충남",2,4
"28219",20140409,"충북",1,2
"28220",20140409,"충북",2,1
"28221",20140410,"강원",1,1
"28222",20140410,"강원",2,0
"28223",20140410,"경기",1,7
"28224",20140410,"경기",2,6
"28225",20140410,"경남",1,2
"28226",20140410,"경남",2,2
"28227",20140410,"경북",1,1
"28228",20140410,"경북",2,2
"28229",20140410,"광주",1,1
"28230",20140410,"광주",2,0
"28231",20140410,"대구",1,1
"28232",20140410,"대구",2,2
"28233",20140410,"대전",1,1
"28234",20140410,"대전",2,1
"28235",20140410,"부산",1,0
"28236",20140410,"부산",2,2
"28237",20140410,"서울",1,2
"28238",20140410,"서울",2,2
"28239",20140410,"세종",1,0
"28240",20140410,"세종",2,0
"28241",20140410,"울산",1,2
"28242",20140410,"울산",2,0
"28243",20140410,"인천",1,5
"28244",20140410,"인천",2,0
"28245",20140410,"전남",1,1
"28246",20140410,"전남",2,1
"28247",20140410,"전북",1,0
"28248",20140410,"전북",2,2
"28249",20140410,"제주",1,0
"28250",20140410,"제주",2,0
"28251",20140410,"충남",1,1
"28252",20140410,"충남",2,3
"28253",20140410,"충북",1,2
"28254",20140410,"충북",2,0
"28255",20140411,"강원",1,2
"28256",20140411,"강원",2,2
"28257",20140411,"경기",1,6
"28258",20140411,"경기",2,5
"28259",20140411,"경남",1,4
"28260",20140411,"경남",2,0
"28261",20140411,"경북",1,2
"28262",20140411,"경북",2,1
"28263",20140411,"광주",1,1
"28264",20140411,"광주",2,0
"28265",20140411,"대구",1,1
"28266",20140411,"대구",2,1
"28267",20140411,"대전",1,0
"28268",20140411,"대전",2,0
"28269",20140411,"부산",1,1
"28270",20140411,"부산",2,2
"28271",20140411,"서울",1,5
"28272",20140411,"서울",2,5
"28273",20140411,"세종",1,0
"28274",20140411,"세종",2,0
"28275",20140411,"울산",1,0
"28276",20140411,"울산",2,0
"28277",20140411,"인천",1,0
"28278",20140411,"인천",2,0
"28279",20140411,"전남",1,2
"28280",20140411,"전남",2,0
"28281",20140411,"전북",1,1
"28282",20140411,"전북",2,0
"28283",20140411,"제주",1,0
"28284",20140411,"제주",2,1
"28285",20140411,"충남",1,1
"28286",20140411,"충남",2,1
"28287",20140411,"충북",1,1
"28288",20140411,"충북",2,1
"28289",20140412,"강원",1,0
"28290",20140412,"강원",2,1
"28291",20140412,"경기",1,4
"28292",20140412,"경기",2,3
"28293",20140412,"경남",1,3
"28294",20140412,"경남",2,3
"28295",20140412,"경북",1,0
"28296",20140412,"경북",2,1
"28297",20140412,"광주",1,0
"28298",20140412,"광주",2,1
"28299",20140412,"대구",1,0
"28300",20140412,"대구",2,3
"28301",20140412,"대전",1,0
"28302",20140412,"대전",2,1
"28303",20140412,"부산",1,1
"28304",20140412,"부산",2,0
"28305",20140412,"서울",1,6
"28306",20140412,"서울",2,5
"28307",20140412,"세종",1,0
"28308",20140412,"세종",2,0
"28309",20140412,"울산",1,0
"28310",20140412,"울산",2,1
"28311",20140412,"인천",1,0
"28312",20140412,"인천",2,2
"28313",20140412,"전남",1,0
"28314",20140412,"전남",2,0
"28315",20140412,"전북",1,0
"28316",20140412,"전북",2,1
"28317",20140412,"제주",1,0
"28318",20140412,"제주",2,0
"28319",20140412,"충남",1,3
"28320",20140412,"충남",2,0
"28321",20140412,"충북",1,0
"28322",20140412,"충북",2,0
"28323",20140413,"강원",1,1
"28324",20140413,"강원",2,2
"28325",20140413,"경기",1,4
"28326",20140413,"경기",2,6
"28327",20140413,"경남",1,3
"28328",20140413,"경남",2,0
"28329",20140413,"경북",1,1
"28330",20140413,"경북",2,3
"28331",20140413,"광주",1,1
"28332",20140413,"광주",2,0
"28333",20140413,"대구",1,1
"28334",20140413,"대구",2,1
"28335",20140413,"대전",1,0
"28336",20140413,"대전",2,0
"28337",20140413,"부산",1,0
"28338",20140413,"부산",2,2
"28339",20140413,"서울",1,2
"28340",20140413,"서울",2,1
"28341",20140413,"세종",1,0
"28342",20140413,"세종",2,1
"28343",20140413,"울산",1,0
"28344",20140413,"울산",2,0
"28345",20140413,"인천",1,0
"28346",20140413,"인천",2,0
"28347",20140413,"전남",1,2
"28348",20140413,"전남",2,1
"28349",20140413,"전북",1,1
"28350",20140413,"전북",2,0
"28351",20140413,"제주",1,1
"28352",20140413,"제주",2,0
"28353",20140413,"충남",1,2
"28354",20140413,"충남",2,1
"28355",20140413,"충북",1,3
"28356",20140413,"충북",2,2
"28357",20140414,"강원",1,0
"28358",20140414,"강원",2,1
"28359",20140414,"경기",1,1
"28360",20140414,"경기",2,5
"28361",20140414,"경남",1,1
"28362",20140414,"경남",2,2
"28363",20140414,"경북",1,3
"28364",20140414,"경북",2,1
"28365",20140414,"광주",1,0
"28366",20140414,"광주",2,4
"28367",20140414,"대구",1,1
"28368",20140414,"대구",2,1
"28369",20140414,"대전",1,1
"28370",20140414,"대전",2,3
"28371",20140414,"부산",1,1
"28372",20140414,"부산",2,0
"28373",20140414,"서울",1,3
"28374",20140414,"서울",2,2
"28375",20140414,"세종",1,0
"28376",20140414,"세종",2,0
"28377",20140414,"울산",1,1
"28378",20140414,"울산",2,0
"28379",20140414,"인천",1,0
"28380",20140414,"인천",2,2
"28381",20140414,"전남",1,2
"28382",20140414,"전남",2,0
"28383",20140414,"전북",1,2
"28384",20140414,"전북",2,2
"28385",20140414,"제주",1,1
"28386",20140414,"제주",2,0
"28387",20140414,"충남",1,3
"28388",20140414,"충남",2,1
"28389",20140414,"충북",1,2
"28390",20140414,"충북",2,1
"28391",20140415,"강원",1,2
"28392",20140415,"강원",2,0
"28393",20140415,"경기",1,4
"28394",20140415,"경기",2,5
"28395",20140415,"경남",1,2
"28396",20140415,"경남",2,5
"28397",20140415,"경북",1,1
"28398",20140415,"경북",2,2
"28399",20140415,"광주",1,1
"28400",20140415,"광주",2,1
"28401",20140415,"대구",1,2
"28402",20140415,"대구",2,0
"28403",20140415,"대전",1,0
"28404",20140415,"대전",2,0
"28405",20140415,"부산",1,1
"28406",20140415,"부산",2,1
"28407",20140415,"서울",1,7
"28408",20140415,"서울",2,6
"28409",20140415,"세종",1,0
"28410",20140415,"세종",2,0
"28411",20140415,"울산",1,1
"28412",20140415,"울산",2,1
"28413",20140415,"인천",1,0
"28414",20140415,"인천",2,1
"28415",20140415,"전남",1,0
"28416",20140415,"전남",2,1
"28417",20140415,"전북",1,0
"28418",20140415,"전북",2,2
"28419",20140415,"제주",1,0
"28420",20140415,"제주",2,1
"28421",20140415,"충남",1,3
"28422",20140415,"충남",2,0
"28423",20140415,"충북",1,1
"28424",20140415,"충북",2,1
"28425",20140416,"강원",1,1
"28426",20140416,"강원",2,1
"28427",20140416,"경기",1,3
"28428",20140416,"경기",2,6
"28429",20140416,"경남",1,1
"28430",20140416,"경남",2,4
"28431",20140416,"경북",1,2
"28432",20140416,"경북",2,0
"28433",20140416,"광주",1,0
"28434",20140416,"광주",2,1
"28435",20140416,"대구",1,1
"28436",20140416,"대구",2,1
"28437",20140416,"대전",1,0
"28438",20140416,"대전",2,2
"28439",20140416,"부산",1,2
"28440",20140416,"부산",2,1
"28441",20140416,"서울",1,6
"28442",20140416,"서울",2,4
"28443",20140416,"세종",1,0
"28444",20140416,"세종",2,0
"28445",20140416,"울산",1,0
"28446",20140416,"울산",2,0
"28447",20140416,"인천",1,1
"28448",20140416,"인천",2,2
"28449",20140416,"전남",1,1
"28450",20140416,"전남",2,2
"28451",20140416,"전북",1,1
"28452",20140416,"전북",2,2
"28453",20140416,"제주",1,2
"28454",20140416,"제주",2,0
"28455",20140416,"충남",1,1
"28456",20140416,"충남",2,1
"28457",20140416,"충북",1,0
"28458",20140416,"충북",2,1
"28459",20140417,"강원",1,1
"28460",20140417,"강원",2,0
"28461",20140417,"경기",1,3
"28462",20140417,"경기",2,4
"28463",20140417,"경남",1,4
"28464",20140417,"경남",2,1
"28465",20140417,"경북",1,2
"28466",20140417,"경북",2,2
"28467",20140417,"광주",1,1
"28468",20140417,"광주",2,1
"28469",20140417,"대구",1,0
"28470",20140417,"대구",2,1
"28471",20140417,"대전",1,0
"28472",20140417,"대전",2,0
"28473",20140417,"부산",1,1
"28474",20140417,"부산",2,2
"28475",20140417,"서울",1,5
"28476",20140417,"서울",2,3
"28477",20140417,"세종",1,0
"28478",20140417,"세종",2,0
"28479",20140417,"울산",1,0
"28480",20140417,"울산",2,0
"28481",20140417,"인천",1,1
"28482",20140417,"인천",2,0
"28483",20140417,"전남",1,0
"28484",20140417,"전남",2,2
"28485",20140417,"전북",1,2
"28486",20140417,"전북",2,2
"28487",20140417,"제주",1,0
"28488",20140417,"제주",2,0
"28489",20140417,"충남",1,1
"28490",20140417,"충남",2,0
"28491",20140417,"충북",1,3
"28492",20140417,"충북",2,0
"28493",20140418,"강원",1,1
"28494",20140418,"강원",2,1
"28495",20140418,"경기",1,5
"28496",20140418,"경기",2,6
"28497",20140418,"경남",1,3
"28498",20140418,"경남",2,5
"28499",20140418,"경북",1,1
"28500",20140418,"경북",2,4
"28501",20140418,"광주",1,0
"28502",20140418,"광주",2,3
"28503",20140418,"대구",1,1
"28504",20140418,"대구",2,2
"28505",20140418,"대전",1,0
"28506",20140418,"대전",2,1
"28507",20140418,"부산",1,1
"28508",20140418,"부산",2,2
"28509",20140418,"서울",1,7
"28510",20140418,"서울",2,1
"28511",20140418,"세종",1,0
"28512",20140418,"세종",2,0
"28513",20140418,"울산",1,0
"28514",20140418,"울산",2,0
"28515",20140418,"인천",1,1
"28516",20140418,"인천",2,0
"28517",20140418,"전남",1,0
"28518",20140418,"전남",2,3
"28519",20140418,"전북",1,0
"28520",20140418,"전북",2,2
"28521",20140418,"제주",1,1
"28522",20140418,"제주",2,0
"28523",20140418,"충남",1,0
"28524",20140418,"충남",2,0
"28525",20140418,"충북",1,1
"28526",20140418,"충북",2,0
"28527",20140419,"강원",1,0
"28528",20140419,"강원",2,1
"28529",20140419,"경기",1,1
"28530",20140419,"경기",2,6
"28531",20140419,"경남",1,0
"28532",20140419,"경남",2,0
"28533",20140419,"경북",1,2
"28534",20140419,"경북",2,1
"28535",20140419,"광주",1,1
"28536",20140419,"광주",2,0
"28537",20140419,"대구",1,0
"28538",20140419,"대구",2,1
"28539",20140419,"대전",1,2
"28540",20140419,"대전",2,1
"28541",20140419,"부산",1,0
"28542",20140419,"부산",2,3
"28543",20140419,"서울",1,2
"28544",20140419,"서울",2,3
"28545",20140419,"세종",1,1
"28546",20140419,"세종",2,0
"28547",20140419,"울산",1,0
"28548",20140419,"울산",2,0
"28549",20140419,"인천",1,0
"28550",20140419,"인천",2,0
"28551",20140419,"전남",1,0
"28552",20140419,"전남",2,1
"28553",20140419,"전북",1,1
"28554",20140419,"전북",2,2
"28555",20140419,"제주",1,0
"28556",20140419,"제주",2,0
"28557",20140419,"충남",1,2
"28558",20140419,"충남",2,0
"28559",20140419,"충북",1,0
"28560",20140419,"충북",2,1
"28561",20140420,"강원",1,1
"28562",20140420,"강원",2,1
"28563",20140420,"경기",1,4
"28564",20140420,"경기",2,5
"28565",20140420,"경남",1,2
"28566",20140420,"경남",2,0
"28567",20140420,"경북",1,1
"28568",20140420,"경북",2,2
"28569",20140420,"광주",1,0
"28570",20140420,"광주",2,1
"28571",20140420,"대구",1,1
"28572",20140420,"대구",2,0
"28573",20140420,"대전",1,1
"28574",20140420,"대전",2,0
"28575",20140420,"부산",1,2
"28576",20140420,"부산",2,2
"28577",20140420,"서울",1,0
"28578",20140420,"서울",2,3
"28579",20140420,"세종",1,0
"28580",20140420,"세종",2,0
"28581",20140420,"울산",1,0
"28582",20140420,"울산",2,1
"28583",20140420,"인천",1,0
"28584",20140420,"인천",2,0
"28585",20140420,"전남",1,1
"28586",20140420,"전남",2,0
"28587",20140420,"전북",1,1
"28588",20140420,"전북",2,6
"28589",20140420,"제주",1,0
"28590",20140420,"제주",2,0
"28591",20140420,"충남",1,0
"28592",20140420,"충남",2,1
"28593",20140420,"충북",1,2
"28594",20140420,"충북",2,0
"28595",20140421,"강원",1,1
"28596",20140421,"강원",2,1
"28597",20140421,"경기",1,3
"28598",20140421,"경기",2,9
"28599",20140421,"경남",1,0
"28600",20140421,"경남",2,1
"28601",20140421,"경북",1,3
"28602",20140421,"경북",2,1
"28603",20140421,"광주",1,2
"28604",20140421,"광주",2,0
"28605",20140421,"대구",1,0
"28606",20140421,"대구",2,1
"28607",20140421,"대전",1,2
"28608",20140421,"대전",2,2
"28609",20140421,"부산",1,6
"28610",20140421,"부산",2,3
"28611",20140421,"서울",1,2
"28612",20140421,"서울",2,7
"28613",20140421,"세종",1,1
"28614",20140421,"세종",2,0
"28615",20140421,"울산",1,0
"28616",20140421,"울산",2,0
"28617",20140421,"인천",1,0
"28618",20140421,"인천",2,0
"28619",20140421,"전남",1,2
"28620",20140421,"전남",2,3
"28621",20140421,"전북",1,3
"28622",20140421,"전북",2,3
"28623",20140421,"제주",1,0
"28624",20140421,"제주",2,0
"28625",20140421,"충남",1,2
"28626",20140421,"충남",2,1
"28627",20140421,"충북",1,0
"28628",20140421,"충북",2,2
"28629",20140422,"강원",1,2
"28630",20140422,"강원",2,0
"28631",20140422,"경기",1,6
"28632",20140422,"경기",2,3
"28633",20140422,"경남",1,0
"28634",20140422,"경남",2,4
"28635",20140422,"경북",1,2
"28636",20140422,"경북",2,5
"28637",20140422,"광주",1,0
"28638",20140422,"광주",2,1
"28639",20140422,"대구",1,1
"28640",20140422,"대구",2,1
"28641",20140422,"대전",1,0
"28642",20140422,"대전",2,0
"28643",20140422,"부산",1,0
"28644",20140422,"부산",2,3
"28645",20140422,"서울",1,4
"28646",20140422,"서울",2,6
"28647",20140422,"세종",1,0
"28648",20140422,"세종",2,0
"28649",20140422,"울산",1,0
"28650",20140422,"울산",2,0
"28651",20140422,"인천",1,3
"28652",20140422,"인천",2,0
"28653",20140422,"전남",1,1
"28654",20140422,"전남",2,1
"28655",20140422,"전북",1,0
"28656",20140422,"전북",2,1
"28657",20140422,"제주",1,0
"28658",20140422,"제주",2,0
"28659",20140422,"충남",1,1
"28660",20140422,"충남",2,1
"28661",20140422,"충북",1,2
"28662",20140422,"충북",2,0
"28663",20140423,"강원",1,3
"28664",20140423,"강원",2,2
"28665",20140423,"경기",1,1
"28666",20140423,"경기",2,4
"28667",20140423,"경남",1,0
"28668",20140423,"경남",2,1
"28669",20140423,"경북",1,1
"28670",20140423,"경북",2,3
"28671",20140423,"광주",1,0
"28672",20140423,"광주",2,0
"28673",20140423,"대구",1,3
"28674",20140423,"대구",2,2
"28675",20140423,"대전",1,1
"28676",20140423,"대전",2,0
"28677",20140423,"부산",1,2
"28678",20140423,"부산",2,2
"28679",20140423,"서울",1,3
"28680",20140423,"서울",2,4
"28681",20140423,"세종",1,1
"28682",20140423,"세종",2,0
"28683",20140423,"울산",1,3
"28684",20140423,"울산",2,1
"28685",20140423,"인천",1,1
"28686",20140423,"인천",2,1
"28687",20140423,"전남",1,1
"28688",20140423,"전남",2,2
"28689",20140423,"전북",1,3
"28690",20140423,"전북",2,1
"28691",20140423,"제주",1,0
"28692",20140423,"제주",2,0
"28693",20140423,"충남",1,1
"28694",20140423,"충남",2,0
"28695",20140423,"충북",1,0
"28696",20140423,"충북",2,1
"28697",20140424,"강원",1,0
"28698",20140424,"강원",2,4
"28699",20140424,"경기",1,6
"28700",20140424,"경기",2,5
"28701",20140424,"경남",1,6
"28702",20140424,"경남",2,2
"28703",20140424,"경북",1,4
"28704",20140424,"경북",2,5
"28705",20140424,"광주",1,0
"28706",20140424,"광주",2,0
"28707",20140424,"대구",1,1
"28708",20140424,"대구",2,0
"28709",20140424,"대전",1,1
"28710",20140424,"대전",2,0
"28711",20140424,"부산",1,2
"28712",20140424,"부산",2,0
"28713",20140424,"서울",1,5
"28714",20140424,"서울",2,4
"28715",20140424,"세종",1,0
"28716",20140424,"세종",2,1
"28717",20140424,"울산",1,0
"28718",20140424,"울산",2,1
"28719",20140424,"인천",1,0
"28720",20140424,"인천",2,2
"28721",20140424,"전남",1,1
"28722",20140424,"전남",2,2
"28723",20140424,"전북",1,1
"28724",20140424,"전북",2,1
"28725",20140424,"제주",1,2
"28726",20140424,"제주",2,0
"28727",20140424,"충남",1,1
"28728",20140424,"충남",2,0
"28729",20140424,"충북",1,2
"28730",20140424,"충북",2,3
"28731",20140425,"강원",1,2
"28732",20140425,"강원",2,0
"28733",20140425,"경기",1,5
"28734",20140425,"경기",2,3
"28735",20140425,"경남",1,1
"28736",20140425,"경남",2,2
"28737",20140425,"경북",1,1
"28738",20140425,"경북",2,1
"28739",20140425,"광주",1,0
"28740",20140425,"광주",2,2
"28741",20140425,"대구",1,0
"28742",20140425,"대구",2,2
"28743",20140425,"대전",1,0
"28744",20140425,"대전",2,1
"28745",20140425,"부산",1,1
"28746",20140425,"부산",2,7
"28747",20140425,"서울",1,3
"28748",20140425,"서울",2,2
"28749",20140425,"세종",1,0
"28750",20140425,"세종",2,0
"28751",20140425,"울산",1,0
"28752",20140425,"울산",2,0
"28753",20140425,"인천",1,2
"28754",20140425,"인천",2,0
"28755",20140425,"전남",1,0
"28756",20140425,"전남",2,1
"28757",20140425,"전북",1,1
"28758",20140425,"전북",2,0
"28759",20140425,"제주",1,0
"28760",20140425,"제주",2,0
"28761",20140425,"충남",1,2
"28762",20140425,"충남",2,0
"28763",20140425,"충북",1,4
"28764",20140425,"충북",2,0
"28765",20140426,"강원",1,0
"28766",20140426,"강원",2,2
"28767",20140426,"경기",1,5
"28768",20140426,"경기",2,5
"28769",20140426,"경남",1,1
"28770",20140426,"경남",2,1
"28771",20140426,"경북",1,1
"28772",20140426,"경북",2,2
"28773",20140426,"광주",1,1
"28774",20140426,"광주",2,1
"28775",20140426,"대구",1,2
"28776",20140426,"대구",2,2
"28777",20140426,"대전",1,2
"28778",20140426,"대전",2,1
"28779",20140426,"부산",1,1
"28780",20140426,"부산",2,2
"28781",20140426,"서울",1,5
"28782",20140426,"서울",2,1
"28783",20140426,"세종",1,0
"28784",20140426,"세종",2,0
"28785",20140426,"울산",1,1
"28786",20140426,"울산",2,1
"28787",20140426,"인천",1,2
"28788",20140426,"인천",2,3
"28789",20140426,"전남",1,0
"28790",20140426,"전남",2,0
"28791",20140426,"전북",1,1
"28792",20140426,"전북",2,2
"28793",20140426,"제주",1,2
"28794",20140426,"제주",2,0
"28795",20140426,"충남",1,0
"28796",20140426,"충남",2,1
"28797",20140426,"충북",1,0
"28798",20140426,"충북",2,1
"28799",20140427,"강원",1,1
"28800",20140427,"강원",2,0
