瘤痢,瘤痢疙,老矫,10CM 沥矫 配剧荐盒(%),20CM 沥矫 配剧荐盒(%),30CM 沥矫 配剧荐盒(%),50CM 沥矫 配剧荐盒(%),,老矫,10CM 沥矫 配剧荐盒(%),20CM 沥矫 配剧荐盒(%),30CM 沥矫 配剧荐盒(%),50CM 沥矫 配剧荐盒(%)
702,劳魂,2022-01-24 4:00,14.8,23.8,27.9,28.5,,2022-01-24 1:00,15.1,23.6,27.9,28.5
702,劳魂,2022-01-24 5:00,14.6,23.8,27.9,28.5,,2022-01-24 2:00,15,23.8,27.9,28.5
702,劳魂,2022-01-24 6:00,14.5,23.9,27.9,28.5,,2022-01-24 3:00,14.9,23.8,27.9,28.5
702,劳魂,2022-01-24 7:00,14.4,23.9,27.9,28.5,,2022-01-24 4:00,14.8,23.8,27.9,28.5
702,劳魂,2022-01-24 8:00,14.4,23.9,27.9,28.5,,2022-01-24 5:00,14.6,23.8,27.9,28.5
702,劳魂,2022-01-24 9:00,14.3,24,27.9,28.5,,2022-01-24 6:00,14.5,23.9,27.9,28.5
702,劳魂,2022-01-24 10:00,14.3,24,27.9,28.5,,2022-01-24 7:00,14.4,23.9,27.9,28.5
702,劳魂,2022-01-24 11:00,14.3,24.1,27.9,28.5,,2022-01-24 8:00,14.4,23.9,27.9,28.5
702,劳魂,2022-01-24 12:00,14.6,24.1,27.9,28.5,,2022-01-24 9:00,14.3,24,27.9,28.5
702,劳魂,2022-01-24 13:00,15.1,24.1,27.9,28.5,,2022-01-24 10:00,14.3,24,27.9,28.5
702,劳魂,2022-01-24 14:00,15.9,24.3,27.9,28.5,,2022-01-24 11:00,14.3,24.1,27.9,28.5
702,劳魂,2022-01-24 15:00,16.5,24.3,27.9,28.5,,2022-01-24 12:00,14.6,24.1,27.9,28.5
702,劳魂,2022-01-24 16:00,17,24.4,27.9,28.5,,2022-01-24 13:00,15.1,24.1,27.9,28.5
702,劳魂,2022-01-24 17:00,17.5,24.4,27.9,28.5,,2022-01-24 14:00,15.9,24.3,27.9,28.5
702,劳魂,2022-01-24 18:00,17.9,24.4,27.9,28.5,,2022-01-24 15:00,16.5,24.3,27.9,28.5
702,劳魂,2022-01-24 19:00,18.3,24.4,27.9,28.5,,2022-01-24 16:00,17,24.4,27.9,28.5
702,劳魂,2022-01-24 20:00,18.6,24.5,27.9,28.5,,2022-01-24 17:00,17.5,24.4,27.9,28.5
702,劳魂,2022-01-24 21:00,18.9,24.5,27.9,28.5,,2022-01-24 18:00,17.9,24.4,27.9,28.5
702,劳魂,2022-01-24 22:00,19,24.5,27.9,28.5,,2022-01-24 19:00,18.3,24.4,27.9,28.5
702,劳魂,2022-01-24 23:00,19.3,24.6,27.9,28.5,,2022-01-24 20:00,18.6,24.5,27.9,28.5
702,劳魂,2022-01-25 1:00,19.5,24.6,27.9,28.5,,2022-01-24 21:00,18.9,24.5,27.9,28.5
702,劳魂,2022-01-25 2:00,19.6,24.8,27.9,28.5,,2022-01-24 22:00,19,24.5,27.9,28.5
702,劳魂,2022-01-25 3:00,19.8,24.8,27.9,28.5,,2022-01-24 23:00,19.3,24.6,27.9,28.5
702,劳魂,2022-01-25 4:00,19.9,24.8,27.9,28.5,,2022-01-25 1:00,19.5,24.6,27.9,28.5
702,劳魂,2022-01-25 5:00,20,24.9,27.9,28.5,,2022-01-25 2:00,19.6,24.8,27.9,28.5
702,劳魂,2022-01-25 6:00,20,24.9,27.9,28.5,,2022-01-25 3:00,19.8,24.8,27.9,28.5
702,劳魂,2022-01-25 7:00,20.3,24.9,27.9,28.5,,2022-01-25 4:00,19.9,24.8,27.9,28.5
702,劳魂,2022-01-25 8:00,20.5,25,27.9,28.5,,2022-01-25 5:00,20,24.9,27.9,28.5
702,劳魂,2022-01-25 9:00,20.9,25,27.9,28.5,,2022-01-25 6:00,20,24.9,27.9,28.5
702,劳魂,2022-01-25 10:00,22,25,27.9,28.5,,2022-01-25 7:00,20.3,24.9,27.9,28.5
702,劳魂,2022-01-25 11:00,22.6,25.1,27.9,28.5,,2022-01-25 8:00,20.5,25,27.9,28.5
702,劳魂,2022-01-25 12:00,23.1,25.1,27.9,28.5,,2022-01-25 9:00,20.9,25,27.9,28.5
702,劳魂,2022-01-25 13:00,23.6,25.3,27.9,28.5,,2022-01-25 10:00,22,25,27.9,28.5
702,劳魂,2022-01-25 14:00,24.2,25.3,27.9,28.5,,2022-01-25 11:00,22.6,25.1,27.9,28.5
702,劳魂,2022-01-25 15:00,24.6,25.4,27.9,28.5,,2022-01-25 12:00,23.1,25.1,27.9,28.5
702,劳魂,2022-01-25 16:00,25,25.4,27.9,28.5,,2022-01-25 13:00,23.6,25.3,27.9,28.5
702,劳魂,2022-01-25 17:00,25.4,25.5,27.9,28.5,,2022-01-25 14:00,24.2,25.3,27.9,28.5
702,劳魂,2022-01-25 18:00,25.5,25.5,27.9,28.5,,2022-01-25 15:00,24.6,25.4,27.9,28.5
702,劳魂,2022-01-25 19:00,25.6,25.6,27.9,28.5,,2022-01-25 16:00,25,25.4,27.9,28.5
702,劳魂,2022-01-25 20:00,25.5,25.8,27.9,28.5,,2022-01-25 17:00,25.4,25.5,27.9,28.5
702,劳魂,2022-01-25 21:00,25.3,25.9,27.9,28.5,,2022-01-25 18:00,25.5,25.5,27.9,28.5
702,劳魂,2022-01-25 22:00,25.1,26,27.9,28.5,,2022-01-25 19:00,25.6,25.6,27.9,28.5
702,劳魂,2022-01-25 23:00,24.9,26.1,27.9,28.5,,2022-01-25 20:00,25.5,25.8,27.9,28.5
702,劳魂,2022-01-26 0:00,24.6,26.1,27.9,28.5,,2022-01-25 21:00,25.3,25.9,27.9,28.5
702,劳魂,2022-01-26 1:00,24.5,26.3,27.9,28.5,,2022-01-25 22:00,25.1,26,27.9,28.5
702,劳魂,2022-01-26 2:00,24.3,26.3,27.9,28.5,,2022-01-25 23:00,24.9,26.1,27.9,28.5
702,劳魂,2022-01-26 3:00,24.1,26.4,27.9,28.5,,2022-01-26 0:00,24.6,26.1,27.9,28.5
702,劳魂,2022-01-26 4:00,24,26.4,28,28.5,,2022-01-26 1:00,24.5,26.3,27.9,28.5
702,劳魂,2022-01-26 5:00,23.9,26.4,28,28.5,,2022-01-26 2:00,24.3,26.3,27.9,28.5
702,劳魂,2022-01-26 6:00,23.8,26.5,28,28.5,,2022-01-26 3:00,24.1,26.4,27.9,28.5
702,劳魂,2022-01-26 7:00,23.6,26.5,28,28.5,,2022-01-26 4:00,24,26.4,28,28.5
702,劳魂,2022-01-26 8:00,23.5,26.5,28,28.5,,2022-01-26 5:00,23.9,26.4,28,28.5
702,劳魂,2022-01-26 9:00,23.4,26.6,28,28.5,,2022-01-26 6:00,23.8,26.5,28,28.5
702,劳魂,2022-01-26 10:00,23.3,26.6,28,28.5,,2022-01-26 7:00,23.6,26.5,28,28.5
702,劳魂,2022-01-26 11:00,23.3,26.6,28,28.5,,2022-01-26 8:00,23.5,26.5,28,28.5
702,劳魂,2022-01-26 12:00,23.7,26.6,28,28.5,,2022-01-26 9:00,23.4,26.6,28,28.5
702,劳魂,2022-01-26 13:00,24.9,26.8,28,28.5,,2022-01-26 10:00,23.3,26.6,28,28.5
702,劳魂,2022-01-26 14:00,25.9,26.9,28,28.5,,2022-01-26 11:00,23.3,26.6,28,28.5
702,劳魂,2022-01-26 15:00,26.6,26.9,28,28.5,,2022-01-26 12:00,23.7,26.6,28,28.5
702,劳魂,2022-01-26 16:00,27.3,27.1,28,28.5,,2022-01-26 13:00,24.9,26.8,28,28.5
702,劳魂,2022-01-26 17:00,27.5,27.3,28,28.5,,2022-01-26 14:00,25.9,26.9,28,28.5
702,劳魂,2022-01-26 18:00,27.6,27.4,28,28.5,,2022-01-26 15:00,26.6,26.9,28,28.5
702,劳魂,2022-01-26 19:00,27.6,27.6,28,28.5,,2022-01-26 16:00,27.3,27.1,28,28.5
702,劳魂,2022-01-26 20:00,27.4,27.8,28,28.5,,2022-01-26 17:00,27.5,27.3,28,28.5
702,劳魂,2022-01-26 21:00,27.3,27.8,28,28.5,,2022-01-26 18:00,27.6,27.4,28,28.5
702,劳魂,2022-01-26 22:00,27,27.9,28,28.5,,2022-01-26 19:00,27.6,27.6,28,28.5
702,劳魂,2022-01-26 23:00,26.9,27.9,28,28.5,,2022-01-26 20:00,27.4,27.8,28,28.5
702,劳魂,2022-01-27 0:00,26.8,28,28,28.5,,2022-01-26 21:00,27.3,27.8,28,28.5
702,劳魂,2022-01-27 1:00,26.5,28,28,28.5,,2022-01-26 22:00,27,27.9,28,28.5
702,劳魂,2022-01-27 2:00,26.4,28,28.1,28.5,,2022-01-26 23:00,26.9,27.9,28,28.5
702,劳魂,2022-01-27 3:00,26.3,28,28.1,28.5,,2022-01-27 0:00,26.8,28,28,28.5
702,劳魂,2022-01-27 4:00,26.1,28,28.1,28.5,,2022-01-27 1:00,26.5,28,28,28.5
702,劳魂,2022-01-27 5:00,26,28.1,28.1,28.5,,2022-01-27 2:00,26.4,28,28.1,28.5
702,劳魂,2022-01-27 6:00,25.9,28.1,28.1,28.5,,2022-01-27 3:00,26.3,28,28.1,28.5
702,劳魂,2022-01-27 7:00,25.6,28.1,28.1,28.5,,2022-01-27 4:00,26.1,28,28.1,28.5
702,劳魂,2022-01-27 8:00,25.4,28.1,28.1,28.5,,2022-01-27 5:00,26,28.1,28.1,28.5
702,劳魂,2022-01-27 9:00,25.3,28.1,28.1,28.5,,2022-01-27 6:00,25.9,28.1,28.1,28.5
702,劳魂,2022-01-27 10:00,25.1,28.1,28.1,28.5,,2022-01-27 7:00,25.6,28.1,28.1,28.5
702,劳魂,2022-01-27 11:00,25,28,28.1,28.5,,2022-01-27 8:00,25.4,28.1,28.1,28.5
702,劳魂,2022-01-27 12:00,25.5,28,28.1,28.5,,2022-01-27 9:00,25.3,28.1,28.1,28.5
702,劳魂,2022-01-27 13:00,26.3,28.1,28.1,28.5,,2022-01-27 10:00,25.1,28.1,28.1,28.5
702,劳魂,2022-01-27 14:00,26.5,28.1,28.1,28.5,,2022-01-27 11:00,25,28,28.1,28.5
702,劳魂,2022-01-27 15:00,26.6,28.3,28.1,28.5,,2022-01-27 12:00,25.5,28,28.1,28.5
702,劳魂,2022-01-27 16:00,26.6,28.3,28.1,28.5,,2022-01-27 13:00,26.3,28.1,28.1,28.5
702,劳魂,2022-01-27 17:00,26.6,28.4,28.1,28.5,,2022-01-27 14:00,26.5,28.1,28.1,28.5
702,劳魂,2022-01-27 18:00,26.6,28.5,28.1,28.5,,2022-01-27 15:00,26.6,28.3,28.1,28.5
702,劳魂,2022-01-27 19:00,26.6,28.5,28.1,28.5,,2022-01-27 16:00,26.6,28.3,28.1,28.5
702,劳魂,2022-01-27 20:00,26.5,28.5,28.1,28.5,,2022-01-27 17:00,26.6,28.4,28.1,28.5
702,劳魂,2022-01-27 21:00,26.4,28.6,28.1,28.5,,2022-01-27 18:00,26.6,28.5,28.1,28.5
702,劳魂,2022-01-27 22:00,26.1,28.6,28.3,28.5,,2022-01-27 19:00,26.6,28.5,28.1,28.5
702,劳魂,2022-01-27 23:00,26,28.6,28.3,28.5,,2022-01-27 20:00,26.5,28.5,28.1,28.5
702,劳魂,2022-01-28 1:00,25.6,28.6,28.3,28.5,,2022-01-27 21:00,26.4,28.6,28.1,28.5
702,劳魂,2022-01-28 2:00,25.4,28.6,28.3,28.5,,2022-01-27 22:00,26.1,28.6,28.3,28.5
702,劳魂,2022-01-28 3:00,25.3,28.6,28.3,28.5,,2022-01-27 23:00,26,28.6,28.3,28.5
702,劳魂,2022-01-28 4:00,25,28.6,28.3,28.5,,2022-01-28 1:00,25.6,28.6,28.3,28.5
702,劳魂,2022-01-28 5:00,24.6,28.5,28.3,28.5,,2022-01-28 2:00,25.4,28.6,28.3,28.5
702,劳魂,2022-01-28 6:00,24.3,28.5,28.3,28.5,,2022-01-28 3:00,25.3,28.6,28.3,28.5
702,劳魂,2022-01-28 7:00,23.9,28.5,28.3,28.5,,2022-01-28 4:00,25,28.6,28.3,28.5
702,劳魂,2022-01-28 8:00,23.3,28.5,28.3,28.5,,2022-01-28 5:00,24.6,28.5,28.3,28.5
702,劳魂,2022-01-28 9:00,22.9,28.4,28.3,28.5,,2022-01-28 6:00,24.3,28.5,28.3,28.5
702,劳魂,2022-01-28 10:00,22.8,28.4,28.3,28.5,,2022-01-28 7:00,23.9,28.5,28.3,28.5
702,劳魂,2022-01-28 11:00,22.6,28.4,28.3,28.5,,2022-01-28 8:00,23.3,28.5,28.3,28.5
702,劳魂,2022-01-28 12:00,23.2,28.3,28.3,28.5,,2022-01-28 9:00,22.9,28.4,28.3,28.5
702,劳魂,2022-01-28 13:00,24.3,28.3,28.3,28.5,,2022-01-28 10:00,22.8,28.4,28.3,28.5
702,劳魂,2022-01-28 14:00,25.3,28.3,28.4,28.5,,2022-01-28 11:00,22.6,28.4,28.3,28.5
702,劳魂,2022-01-28 15:00,25.8,28.3,28.4,28.5,,2022-01-28 12:00,23.2,28.3,28.3,28.5
702,劳魂,2022-01-28 16:00,25.8,28.3,28.4,28.5,,2022-01-28 13:00,24.3,28.3,28.3,28.5
702,劳魂,2022-01-28 17:00,25.6,28.4,28.4,28.5,,2022-01-28 14:00,25.3,28.3,28.4,28.5
702,劳魂,2022-01-28 18:00,25.5,28.4,28.4,28.5,,2022-01-28 15:00,25.8,28.3,28.4,28.5
702,劳魂,2022-01-28 19:00,25.4,28.4,28.4,28.5,,2022-01-28 16:00,25.8,28.3,28.4,28.5
702,劳魂,2022-01-28 20:00,25.1,28.4,28.4,28.5,,2022-01-28 17:00,25.6,28.4,28.4,28.5
702,劳魂,2022-01-28 21:00,24.9,28.4,28.4,28.5,,2022-01-28 18:00,25.5,28.4,28.4,28.5
702,劳魂,2022-01-28 22:00,24.8,28.4,28.4,28.5,,2022-01-28 19:00,25.4,28.4,28.4,28.5
702,劳魂,2022-01-28 23:00,24.6,28.4,28.4,28.5,,2022-01-28 20:00,25.1,28.4,28.4,28.5
702,劳魂,2022-01-29 0:00,24.5,28.4,28.4,28.5,,2022-01-28 21:00,24.9,28.4,28.4,28.5
702,劳魂,2022-01-29 1:00,24.4,28.4,28.4,28.5,,2022-01-28 22:00,24.8,28.4,28.4,28.5
702,劳魂,2022-01-29 2:00,24.3,28.4,28.4,28.5,,2022-01-28 23:00,24.6,28.4,28.4,28.5
702,劳魂,2022-01-29 3:00,24.1,28.4,28.4,28.5,,2022-01-29 0:00,24.5,28.4,28.4,28.5
702,劳魂,2022-01-29 4:00,24,28.4,28.4,28.5,,2022-01-29 1:00,24.4,28.4,28.4,28.5
702,劳魂,2022-01-29 5:00,23.8,28.4,28.4,28.5,,2022-01-29 2:00,24.3,28.4,28.4,28.5
702,劳魂,2022-01-29 6:00,23.5,28.4,28.4,28.5,,2022-01-29 3:00,24.1,28.4,28.4,28.5
702,劳魂,2022-01-29 7:00,23.3,28.3,28.4,28.5,,2022-01-29 4:00,24,28.4,28.4,28.5
702,劳魂,2022-01-29 8:00,22.9,28.3,28.4,28.5,,2022-01-29 5:00,23.8,28.4,28.4,28.5
702,劳魂,2022-01-29 9:00,22.5,28.3,28.4,28.5,,2022-01-29 6:00,23.5,28.4,28.4,28.5
702,劳魂,2022-01-29 10:00,22.1,28.3,28.4,28.5,,2022-01-29 7:00,23.3,28.3,28.4,28.5
702,劳魂,2022-01-29 11:00,22,28.1,28.4,28.5,,2022-01-29 8:00,22.9,28.3,28.4,28.5
702,劳魂,2022-01-29 12:00,22.4,28.1,28.4,28.5,,2022-01-29 9:00,22.5,28.3,28.4,28.5
702,劳魂,2022-01-29 13:00,23.4,28.1,28.4,28.5,,2022-01-29 10:00,22.1,28.3,28.4,28.5
702,劳魂,2022-01-29 14:00,24.1,28.1,28.5,28.5,,2022-01-29 11:00,22,28.1,28.4,28.5
702,劳魂,2022-01-29 15:00,24.5,28.1,28.5,28.5,,2022-01-29 12:00,22.4,28.1,28.4,28.5
702,劳魂,2022-01-29 16:00,24.4,28.1,28.5,28.5,,2022-01-29 13:00,23.4,28.1,28.4,28.5
702,劳魂,2022-01-29 17:00,24.4,28.1,28.5,28.5,,2022-01-29 14:00,24.1,28.1,28.5,28.5
702,劳魂,2022-01-29 18:00,24.3,28.1,28.5,28.5,,2022-01-29 15:00,24.5,28.1,28.5,28.5
702,劳魂,2022-01-29 19:00,24.1,28.1,28.5,28.5,,2022-01-29 16:00,24.4,28.1,28.5,28.5
702,劳魂,2022-01-29 20:00,24,28.1,28.5,28.5,,2022-01-29 17:00,24.4,28.1,28.5,28.5
702,劳魂,2022-01-29 21:00,23.8,28.1,28.5,28.5,,2022-01-29 18:00,24.3,28.1,28.5,28.5
702,劳魂,2022-01-29 22:00,23.6,28.1,28.5,28.5,,2022-01-29 19:00,24.1,28.1,28.5,28.5
702,劳魂,2022-01-29 23:00,23.5,28.1,28.5,28.5,,2022-01-29 20:00,24,28.1,28.5,28.5
702,劳魂,2022-01-30 0:00,23.3,28.1,28.5,28.5,,2022-01-29 21:00,23.8,28.1,28.5,28.5
702,劳魂,2022-01-30 1:00,23.1,28.1,28.5,28.5,,2022-01-29 22:00,23.6,28.1,28.5,28.5
702,劳魂,2022-01-30 2:00,22.9,28.1,28.5,28.5,,2022-01-29 23:00,23.5,28.1,28.5,28.5
702,劳魂,2022-01-30 3:00,22.7,28.1,28.5,28.5,,2022-01-30 0:00,23.3,28.1,28.5,28.5
702,劳魂,2022-01-30 4:00,22.4,28.1,28.5,28.5,,2022-01-30 1:00,23.1,28.1,28.5,28.5
702,劳魂,2022-01-30 5:00,22.1,28.1,28.5,28.5,,2022-01-30 2:00,22.9,28.1,28.5,28.5
702,劳魂,2022-01-30 6:00,21.6,28.1,28.5,28.5,,2022-01-30 3:00,22.7,28.1,28.5,28.5
702,劳魂,2022-01-30 7:00,21.2,28,28.5,28.5,,2022-01-30 4:00,22.4,28.1,28.5,28.5
702,劳魂,2022-01-30 8:00,20.6,28,28.5,28.5,,2022-01-30 5:00,22.1,28.1,28.5,28.5
702,劳魂,2022-01-30 9:00,20.1,28,28.5,28.5,,2022-01-30 6:00,21.6,28.1,28.5,28.5
702,劳魂,2022-01-30 10:00,19.8,28,28.5,28.5,,2022-01-30 7:00,21.2,28,28.5,28.5
702,劳魂,2022-01-30 11:00,19.6,27.9,28.5,28.5,,2022-01-30 8:00,20.6,28,28.5,28.5
702,劳魂,2022-01-30 12:00,19.6,27.9,28.5,28.5,,2022-01-30 9:00,20.1,28,28.5,28.5
702,劳魂,2022-01-30 13:00,20,27.8,28.5,28.5,,2022-01-30 10:00,19.8,28,28.5,28.5
702,劳魂,2022-01-30 14:00,21,27.8,28.5,28.5,,2022-01-30 11:00,19.6,27.9,28.5,28.5
702,劳魂,2022-01-30 15:00,21.9,27.8,28.5,28.6,,2022-01-30 12:00,19.6,27.9,28.5,28.5
702,劳魂,2022-01-30 16:00,22.4,27.8,28.5,28.6,,2022-01-30 13:00,20,27.8,28.5,28.5
702,劳魂,2022-01-30 17:00,22.4,27.8,28.5,28.6,,2022-01-30 14:00,21,27.8,28.5,28.5
702,劳魂,2022-01-30 18:00,22.3,27.8,28.5,28.6,,2022-01-30 15:00,21.9,27.8,28.5,28.6
702,劳魂,2022-01-30 19:00,22.1,27.8,28.5,28.6,,2022-01-30 16:00,22.4,27.8,28.5,28.6
702,劳魂,2022-01-30 20:00,22,27.8,28.5,28.6,,2022-01-30 17:00,22.4,27.8,28.5,28.6
702,劳魂,2022-01-30 21:00,21.8,27.8,28.5,28.6,,2022-01-30 18:00,22.3,27.8,28.5,28.6
702,劳魂,2022-01-30 22:00,21.5,27.8,28.5,28.6,,2022-01-30 19:00,22.1,27.8,28.5,28.6
702,劳魂,2022-01-30 23:00,21.4,27.8,28.5,28.6,,2022-01-30 20:00,22,27.8,28.5,28.6
702,劳魂,2022-01-31 0:00,21.1,27.8,28.5,28.6,,2022-01-30 21:00,21.8,27.8,28.5,28.6
702,劳魂,2022-01-31 1:00,20.8,27.8,28.5,28.6,,2022-01-30 22:00,21.5,27.8,28.5,28.6
702,劳魂,2022-01-31 2:00,20.3,27.8,28.5,28.6,,2022-01-30 23:00,21.4,27.8,28.5,28.6
702,劳魂,2022-01-31 3:00,19.6,27.8,28.5,28.6,,2022-01-31 0:00,21.1,27.8,28.5,28.6
702,劳魂,2022-01-31 4:00,18.8,27.6,28.5,28.6,,2022-01-31 1:00,20.8,27.8,28.5,28.6
702,劳魂,2022-01-31 5:00,17.8,27.6,28.5,28.6,,2022-01-31 2:00,20.3,27.8,28.5,28.6
702,劳魂,2022-01-31 6:00,17,27.6,28.5,28.6,,2022-01-31 3:00,19.6,27.8,28.5,28.6
702,劳魂,2022-01-31 7:00,16.1,27.5,28.5,28.6,,2022-01-31 4:00,18.8,27.6,28.5,28.6
702,劳魂,2022-01-31 8:00,15.4,27.5,28.5,28.6,,2022-01-31 5:00,17.8,27.6,28.5,28.6
702,劳魂,2022-01-31 9:00,14.8,27.5,28.6,28.6,,2022-01-31 6:00,17,27.6,28.5,28.6
702,劳魂,2022-01-31 10:00,14.6,27.4,28.6,28.6,,2022-01-31 7:00,16.1,27.5,28.5,28.6
702,劳魂,2022-01-31 11:00,14.9,27.3,28.6,28.6,,2022-01-31 8:00,15.4,27.5,28.5,28.6
702,劳魂,2022-01-31 12:00,15.4,27.3,28.6,28.6,,2022-01-31 9:00,14.8,27.5,28.6,28.6
702,劳魂,2022-01-31 13:00,16.4,27.3,28.6,28.6,,2022-01-31 10:00,14.6,27.4,28.6,28.6
702,劳魂,2022-01-31 14:00,17.5,27.1,28.5,28.6,,2022-01-31 11:00,14.9,27.3,28.6,28.6
702,劳魂,2022-01-31 15:00,18.8,27.1,28.5,28.6,,2022-01-31 12:00,15.4,27.3,28.6,28.6
702,劳魂,2022-01-31 16:00,19.9,27.1,28.5,28.6,,2022-01-31 13:00,16.4,27.3,28.6,28.6
702,劳魂,2022-01-31 17:00,20.3,27.1,28.5,28.6,,2022-01-31 14:00,17.5,27.1,28.5,28.6
702,劳魂,2022-01-31 18:00,20.4,27.1,28.5,28.6,,2022-01-31 15:00,18.8,27.1,28.5,28.6
702,劳魂,2022-01-31 19:00,20.3,27.1,28.5,28.6,,2022-01-31 16:00,19.9,27.1,28.5,28.6
702,劳魂,2022-01-31 20:00,20,27.1,28.5,28.6,,2022-01-31 17:00,20.3,27.1,28.5,28.6
702,劳魂,2022-01-31 21:00,19.8,27.1,28.5,28.6,,2022-01-31 18:00,20.4,27.1,28.5,28.6
702,劳魂,2022-01-31 22:00,19.6,27.1,28.5,28.6,,2022-01-31 19:00,20.3,27.1,28.5,28.6
702,劳魂,2022-01-31 23:00,19.5,27.1,28.5,28.6,,2022-01-31 20:00,20,27.1,28.5,28.6
702,劳魂,2022-02-01 0:00,19.4,27.1,28.5,28.6,,2022-01-31 21:00,19.8,27.1,28.5,28.6
702,劳魂,2022-02-01 1:00,19.4,27.1,28.5,28.6,,2022-01-31 22:00,19.6,27.1,28.5,28.6
702,劳魂,2022-02-01 2:00,19.4,27.1,28.5,28.6,,2022-01-31 23:00,19.5,27.1,28.5,28.6
702,劳魂,2022-02-01 3:00,19.3,27.1,28.5,28.6,,2022-02-01 0:00,19.4,27.1,28.5,28.6
702,劳魂,2022-02-01 4:00,19.3,27.1,28.5,28.6,,2022-02-01 1:00,19.4,27.1,28.5,28.6
702,劳魂,2022-02-01 5:00,19.3,27.1,28.5,28.6,,2022-02-01 2:00,19.4,27.1,28.5,28.6
702,劳魂,2022-02-01 6:00,19.3,27.1,28.5,28.6,,2022-02-01 3:00,19.3,27.1,28.5,28.6
702,劳魂,2022-02-01 7:00,19.3,27.1,28.5,28.6,,2022-02-01 4:00,19.3,27.1,28.5,28.6
702,劳魂,2022-02-01 8:00,19.1,27.1,28.5,28.6,,2022-02-01 5:00,19.3,27.1,28.5,28.6
702,劳魂,2022-02-01 9:00,19.1,27.1,28.5,28.6,,2022-02-01 6:00,19.3,27.1,28.5,28.6
702,劳魂,2022-02-01 10:00,19.1,27.1,28.5,28.6,,2022-02-01 7:00,19.3,27.1,28.5,28.6
702,劳魂,2022-02-01 11:00,19.1,27.1,28.5,28.6,,2022-02-01 8:00,19.1,27.1,28.5,28.6
702,劳魂,2022-02-01 12:00,19.4,27.1,28.5,28.6,,2022-02-01 9:00,19.1,27.1,28.5,28.6
702,劳魂,2022-02-01 13:00,20.4,27.1,28.5,28.6,,2022-02-01 10:00,19.1,27.1,28.5,28.6
702,劳魂,2022-02-01 14:00,21.4,27.1,28.5,28.6,,2022-02-01 11:00,19.1,27.1,28.5,28.6
702,劳魂,2022-02-01 15:00,21.9,27.1,28.5,28.6,,2022-02-01 12:00,19.4,27.1,28.5,28.6
702,劳魂,2022-02-01 16:00,22.1,27.2,28.5,28.6,,2022-02-01 13:00,20.4,27.1,28.5,28.6
702,劳魂,2022-02-01 17:00,22.3,27.3,28.5,28.6,,2022-02-01 14:00,21.4,27.1,28.5,28.6
702,劳魂,2022-02-01 18:00,22.3,27.3,28.5,28.6,,2022-02-01 15:00,21.9,27.1,28.5,28.6
702,劳魂,2022-02-01 19:00,22.1,27.3,28.5,28.6,,2022-02-01 16:00,22.1,27.2,28.5,28.6
702,劳魂,2022-02-01 20:00,22,27.3,28.5,28.6,,2022-02-01 17:00,22.3,27.3,28.5,28.6
702,劳魂,2022-02-01 21:00,21.9,27.3,28.5,28.6,,2022-02-01 18:00,22.3,27.3,28.5,28.6
702,劳魂,2022-02-01 22:00,21.8,27.4,28.5,28.6,,2022-02-01 19:00,22.1,27.3,28.5,28.6
702,劳魂,2022-02-01 23:00,21.8,27.4,28.5,28.6,,2022-02-01 20:00,22,27.3,28.5,28.6
702,劳魂,2022-02-02 1:00,21.6,27.4,28.5,28.6,,2022-02-01 21:00,21.9,27.3,28.5,28.6
702,劳魂,2022-02-02 2:00,21.5,27.4,28.5,28.6,,2022-02-01 22:00,21.8,27.4,28.5,28.6
702,劳魂,2022-02-02 3:00,21.5,27.4,28.5,28.6,,2022-02-01 23:00,21.8,27.4,28.5,28.6
702,劳魂,2022-02-02 4:00,21.4,27.4,28.5,28.6,,2022-02-02 1:00,21.6,27.4,28.5,28.6
702,劳魂,2022-02-02 5:00,21.4,27.4,28.5,28.6,,2022-02-02 2:00,21.5,27.4,28.5,28.6
702,劳魂,2022-02-02 6:00,21.4,27.4,28.5,28.6,,2022-02-02 3:00,21.5,27.4,28.5,28.6
702,劳魂,2022-02-02 7:00,21.3,27.4,28.5,28.6,,2022-02-02 4:00,21.4,27.4,28.5,28.6
702,劳魂,2022-02-02 8:00,21.3,27.4,28.5,28.6,,2022-02-02 5:00,21.4,27.4,28.5,28.6
702,劳魂,2022-02-02 9:00,21.3,27.5,28.5,28.6,,2022-02-02 6:00,21.4,27.4,28.5,28.6
702,劳魂,2022-02-02 10:00,21.3,27.5,28.5,28.6,,2022-02-02 7:00,21.3,27.4,28.5,28.6
702,劳魂,2022-02-02 11:00,21.5,27.5,28.5,28.6,,2022-02-02 8:00,21.3,27.4,28.5,28.6
702,劳魂,2022-02-02 12:00,21.8,27.5,28.5,28.6,,2022-02-02 9:00,21.3,27.5,28.5,28.6
702,劳魂,2022-02-02 13:00,21.9,27.5,28.5,28.6,,2022-02-02 10:00,21.3,27.5,28.5,28.6
702,劳魂,2022-02-02 14:00,22.1,27.5,28.5,28.6,,2022-02-02 11:00,21.5,27.5,28.5,28.6
702,劳魂,2022-02-02 15:00,22.3,27.5,28.5,28.6,,2022-02-02 12:00,21.8,27.5,28.5,28.6
702,劳魂,2022-02-02 16:00,22.4,27.6,28.5,28.6,,2022-02-02 13:00,21.9,27.5,28.5,28.6
